"Id","Weekly_Sales"
"13_21_2013-06-07",58246.15
"13_21_2013-06-14",51366.39
"13_21_2013-06-21",23443.16
"13_21_2013-06-28",4298.08
"13_21_2013-07-05",8397.56
"13_21_2013-07-12",3458.29
"13_21_2013-07-19",11.97
"13_21_2013-07-26",14434.99
"13_22_2012-11-02",14045.81
"13_22_2012-11-09",139008.08
"13_22_2012-11-16",19608.63
"13_22_2012-11-23",3700
"13_22_2012-11-30",37623.88
"13_22_2012-12-07",0
"13_22_2012-12-14",32428.28
"13_22_2012-12-21",9422.38
"13_22_2012-12-28",57203.36
"13_22_2013-01-04",9276.03
"13_22_2013-01-11",2838.35
"13_22_2013-01-18",35
"13_22_2013-01-25",8882.14
"13_22_2013-02-01",21460.38
"13_22_2013-02-08",107030.39
"13_22_2013-02-15",77378.61
"13_22_2013-02-22",1488.6
"13_22_2013-03-01",43449.45
"13_22_2013-03-08",4453.61
"13_22_2013-03-15",8397.56
"13_22_2013-03-22",5106.34
"13_22_2013-03-29",14108.46
"13_22_2013-04-05",3088.58
"13_22_2013-04-12",3353.58
"13_22_2013-04-19",88319.71
"13_22_2013-04-26",24016.41
"13_22_2013-05-03",34233.84
"13_22_2013-05-10",6232.42
"13_22_2013-05-17",2286.88
"13_22_2013-05-24",109824.93
"13_22_2013-05-31",44.8
"13_22_2013-06-07",46421.92
"13_22_2013-06-14",13047.62
"13_22_2013-06-21",5051.98
"13_22_2013-06-28",6828.64
"13_22_2013-07-05",42004.87
"13_22_2013-07-12",196839.2
"13_22_2013-07-19",38223.58
"13_22_2013-07-26",20044.18
"13_23_2012-11-02",761.68
"13_23_2012-11-09",3231.5
"13_23_2012-11-16",14045.81
"13_23_2012-11-23",16496.64
"13_23_2012-11-30",4441.2
"13_23_2012-12-07",31930.02
"13_23_2012-12-14",14029.94
"13_23_2012-12-21",58246.15
"13_23_2012-12-28",12079.79
"13_23_2013-01-04",76872.27
"13_23_2013-01-11",66735.7
"13_23_2013-01-18",8574.63
"13_23_2013-01-25",32467.63
"13_23_2013-02-01",4230.3
"13_23_2013-02-08",7373.34
"13_23_2013-02-15",39509.77
"13_23_2013-02-22",82517.43
"13_23_2013-03-01",17403.23
"13_23_2013-03-08",2420
"13_23_2013-03-15",36775.37
"13_23_2013-03-22",10021.13
"13_23_2013-03-29",1761.05
"13_23_2013-04-05",7187.08
"13_23_2013-04-12",24719.89
"13_23_2013-04-19",32565.3
"13_23_2013-04-26",140
"13_23_2013-05-03",53137.2
"13_23_2013-05-10",14314.26
"13_23_2013-05-17",122099.85
"13_23_2013-05-24",29418.94
"13_23_2013-05-31",4846.29
"13_23_2013-06-07",10257.53
"13_23_2013-06-14",37575.8
"13_23_2013-06-21",26407.9
"13_23_2013-06-28",48799.61
"13_23_2013-07-05",139008.08
"13_23_2013-07-12",51656.07
"13_23_2013-07-19",20733.57
"13_23_2013-07-26",21672.82
"13_24_2012-11-02",2837.72
"13_24_2012-11-09",0
"13_24_2012-11-16",580.8
"13_24_2012-11-23",77636.25
"13_24_2012-11-30",5998.95
"13_24_2012-12-07",2391.99
"13_24_2012-12-14",8882.14
"13_24_2012-12-21",19608.63
"13_24_2012-12-28",6232.42
"13_24_2013-01-04",109837.1
"13_24_2013-01-11",9399.29
"13_24_2013-01-18",43449.45
"13_24_2013-01-25",77052.09
"13_24_2013-02-01",29448.76
"13_24_2013-02-08",4407.18
"13_24_2013-02-15",196839.2
"13_24_2013-02-22",4431.69
"13_24_2013-03-01",3364.98
"13_24_2013-03-08",15040.45
"13_24_2013-03-15",44090.27
"13_24_2013-03-22",66735.7
"13_24_2013-03-29",13287.34
"13_24_2013-04-05",4685.83
"13_24_2013-04-12",49430.61
"13_24_2013-04-19",44.8
"13_24_2013-04-26",2420
"13_24_2013-05-03",73054.31
"13_24_2013-05-10",83539.28
"13_24_2013-05-17",109311.75
"13_24_2013-05-24",20381.43
"13_24_2013-05-31",4217.15
"13_24_2013-06-07",2280.97
"13_24_2013-06-14",18212
"13_24_2013-06-21",42004.87
"13_24_2013-06-28",10021.13
"13_24_2013-07-05",3353.58
"13_24_2013-07-12",24016.41
"13_24_2013-07-19",1001.66
"13_24_2013-07-26",53791.32
"13_25_2012-11-02",1879.16
"13_25_2012-11-09",10387.13
"13_25_2012-11-16",38223.58
"13_25_2012-11-23",2391.99
"13_25_2012-11-30",33686.4
"13_25_2012-12-07",37387.57
"13_25_2012-12-14",5775.65
"13_25_2012-12-21",36775.37
"13_25_2012-12-28",55469.85
"13_25_2013-01-04",33567.19
"13_25_2013-01-11",6292.53
"13_25_2013-01-18",14767.06
"13_25_2013-01-25",122099.85
"13_25_2013-02-01",12186.03
"13_25_2013-02-08",23964.28
"13_25_2013-02-15",33681.13
"13_25_2013-02-22",37575.8
"13_25_2013-03-01",4942.29
"13_25_2013-03-08",46912.83
"13_25_2013-03-15",75676.02
"13_25_2013-03-22",56805.05
"13_25_2013-03-29",9922.87
"13_25_2013-04-05",14045.81
"13_25_2013-04-12",7373.34
"13_25_2013-04-19",984.66
"13_25_2013-04-26",466.4
"13_25_2013-05-03",136225.09
"13_25_2013-05-10",21460.38
"13_25_2013-05-17",16496.64
"13_25_2013-05-24",51656.07
"13_25_2013-05-31",23664.29
"13_25_2013-06-07",3231.5
"13_25_2013-06-14",9785.53
"13_25_2013-06-21",8019.58
"13_25_2013-06-28",77636.25
"13_25_2013-07-05",8986.3
"13_25_2013-07-12",14093.73
"13_25_2013-07-19",2837.72
"13_25_2013-07-26",16882.99
"13_26_2012-11-02",107030.39
"13_26_2012-11-09",20838.34
"13_26_2012-11-16",67712.5
"13_26_2012-11-23",43670.1
"13_26_2012-11-30",109311.75
"13_26_2012-12-07",10353.13
"13_26_2012-12-14",5009
"13_26_2012-12-21",34321.47
"13_26_2012-12-28",83539.28
"13_26_2013-01-04",36151.3
"13_26_2013-01-11",4407.18
"13_26_2013-01-18",189038.14
"13_26_2013-01-25",2286.88
"13_26_2013-02-01",1468.42
"13_26_2013-02-08",15591.17
"13_26_2013-02-15",44090.27
"13_26_2013-02-22",30404.27
"13_26_2013-03-01",10970.07
"13_26_2013-03-08",15231.21
"13_26_2013-03-15",4069.02
"13_26_2013-03-22",63470.14
"13_26_2013-03-29",4519.81
"13_26_2013-04-05",38198.36
"13_26_2013-04-12",37380.55
"13_26_2013-04-19",44.8
"13_26_2013-04-26",34709.85
"13_26_2013-05-03",5340.15
"13_26_2013-05-10",46718.12
"13_26_2013-05-17",34233.84
"13_26_2013-05-24",73054.31
"13_26_2013-05-31",34226.52
"13_26_2013-06-07",38463.84
"13_26_2013-06-14",22936.01
"13_26_2013-06-21",54318.01
"13_26_2013-06-28",55204.37
"13_26_2013-07-05",4387.2
"13_26_2013-07-12",10653.18
"13_26_2013-07-19",3902.35
"13_26_2013-07-26",4200.48
"13_27_2012-11-02",580.8
"13_27_2012-11-09",55469.85
"13_27_2012-11-16",5780
"13_27_2012-11-23",10333.67
"13_27_2012-11-30",53137.2
"13_27_2012-12-07",8184.86
"13_27_2012-12-14",10669.57
"13_27_2012-12-21",20010.29
"13_27_2012-12-28",2391.99
"13_27_2013-01-04",52997.87
"13_27_2013-01-11",18767.38
"13_27_2013-01-18",2508.86
"13_27_2013-01-25",75676.02
"13_27_2013-02-01",14314.26
"13_27_2013-02-08",19457.63
"13_27_2013-02-15",11397.16
"13_27_2013-02-22",13727.72
"13_27_2013-03-01",20733.57
"13_27_2013-03-08",55226.41
"13_27_2013-03-15",5776.85
"13_27_2013-03-22",24013.25
"13_27_2013-03-29",984.66
"13_27_2013-04-05",8644.7
"13_27_2013-04-12",14480.12
"13_27_2013-04-19",0
"13_27_2013-04-26",3694.48
"13_27_2013-05-03",1645
"13_27_2013-05-10",131727.11
"13_27_2013-05-17",107583.74
"13_27_2013-05-24",2823
"13_27_2013-05-31",99158.61
"13_27_2013-06-07",19498.17
"13_27_2013-06-14",5677.82
"13_27_2013-06-21",4716.52
"13_27_2013-06-28",49737.91
"13_27_2013-07-05",37380.55
"13_27_2013-07-12",38023.14
"13_27_2013-07-19",110622.23
"13_27_2013-07-26",18795.93
"13_28_2012-11-02",35645.91
"13_28_2012-11-09",4217.15
"13_28_2012-11-16",15824.58
"13_28_2012-11-23",31697.38
"13_28_2012-11-30",5780
"13_28_2012-12-07",23123.4
"13_28_2012-12-14",2748.51
"13_28_2012-12-21",87470.15
"13_28_2012-12-28",118573.49
"13_28_2013-01-04",46698.08
"13_28_2013-01-11",67712.5
"13_28_2013-01-18",43288.18
"13_28_2013-01-25",13241.57
"13_28_2013-02-01",66204.51
"13_28_2013-02-08",54318.01
"13_28_2013-02-15",47387.26
"13_28_2013-02-22",20224.05
"13_28_2013-03-01",5216.67
"13_28_2013-03-08",189038.14
"13_28_2013-03-15",37713.25
"13_28_2013-03-22",39521.45
"13_28_2013-03-29",11463.47
"13_28_2013-04-05",21597.87
"13_28_2013-04-12",1169.98
"13_28_2013-04-19",4387.2
"13_28_2013-04-26",20236.21
"13_28_2013-05-03",20295.64
"13_28_2013-05-10",4316.87
"13_28_2013-05-17",4021.46
"13_28_2013-05-24",16710.16
"13_28_2013-05-31",53198.33
"13_28_2013-06-07",63470.14
"13_28_2013-06-14",78447.01
"13_28_2013-06-21",11070.58
"13_28_2013-06-28",39827.96
"13_28_2013-07-05",12856.57
"13_28_2013-07-12",11397.16
"13_28_2013-07-19",3065.56
"13_28_2013-07-26",5084.19
"13_29_2012-11-02",6166.1
"13_29_2012-11-09",117.18
"13_29_2012-11-16",24535.59
"13_29_2012-11-23",2823
"13_29_2012-11-30",15536.95
"13_29_2012-12-07",52885.24
"13_29_2012-12-14",13023.58
"13_29_2012-12-21",8024.27
"13_29_2012-12-28",22936.01
"13_29_2013-01-04",131727.11
"13_29_2013-01-11",2907.48
"13_29_2013-01-18",120430.06
"13_29_2013-01-25",74578.53
"13_29_2013-02-01",1118.89
"13_29_2013-02-08",79033.07
"13_29_2013-02-15",131108.68
"13_29_2013-02-22",4599.87
"13_29_2013-03-01",10252.95
"13_29_2013-03-08",624.8
"13_29_2013-03-15",52000.65
"13_29_2013-03-22",15606.6
"13_29_2013-03-29",52997.87
"13_29_2013-04-05",6902.72
"13_29_2013-04-12",5335.63
"13_29_2013-04-19",18484.5
"13_29_2013-04-26",110622.23
"13_29_2013-05-03",34420.41
"13_29_2013-05-10",82439.55
"13_29_2013-05-17",118573.49
"13_29_2013-05-24",16648.95
"13_29_2013-05-31",49711.3
"13_29_2013-06-07",43670.1
"13_29_2013-06-14",42342.84
"13_29_2013-06-21",4716.52
"13_29_2013-06-28",52336.26
"13_29_2013-07-05",20468.56
"13_29_2013-07-12",3457.67
"13_29_2013-07-19",7887.67
"13_29_2013-07-26",23123.4
"13_30_2012-11-02",13178.73
"13_30_2012-11-09",89639.87
"13_30_2012-11-16",13241.57
"13_30_2012-11-23",5963.05
"13_30_2012-11-30",5686.5
"13_30_2012-12-07",-1.97
"13_30_2012-12-14",5390
"13_30_2012-12-21",55441.35
"13_30_2012-12-28",4384.33
"13_30_2013-01-04",198053.83
"13_30_2013-01-11",38498.25
"13_30_2013-01-18",51784.08
"13_30_2013-01-25",26867.42
"13_30_2013-02-01",52091.7
"13_30_2013-02-08",8187.63
"13_30_2013-02-15",6166.1
"13_30_2013-02-22",20962.92
"13_30_2013-03-01",31824.33
"13_30_2013-03-08",18795.93
"13_30_2013-03-15",4568.93
"13_30_2013-03-22",53198.33
"13_30_2013-03-29",13023.58
"13_30_2013-04-05",62839.64
"13_30_2013-04-12",14059.59
"13_30_2013-04-19",18803.64
"13_30_2013-04-26",21597.87
"13_30_2013-05-03",4553.07
"13_30_2013-05-10",38023.14
"13_30_2013-05-17",3221.76
"13_30_2013-05-24",1320
"13_30_2013-05-31",74578.53
"13_30_2013-06-07",3744.22
"13_30_2013-06-14",47387.26
"13_30_2013-06-21",19498.17
"13_30_2013-06-28",20311.68
"13_30_2013-07-05",66204.51
"13_30_2013-07-12",44264.24
"13_30_2013-07-19",4870
"13_30_2013-07-26",149083.52
"13_31_2012-11-02",16710.16
"13_31_2012-11-09",1169.98
"13_31_2012-11-16",10252.95
"13_31_2012-11-23",20092.46
"13_31_2012-11-30",0
"13_31_2012-12-07",24535.59
"13_31_2012-12-14",79976.55
"13_31_2012-12-21",131108.68
"13_31_2012-12-28",4894.38
"13_31_2013-01-04",12860.9
"13_31_2013-01-11",54150.59
"13_31_2013-01-18",120430.06
"13_31_2013-01-25",4519.81
"13_31_2013-02-01",2823
"13_31_2013-02-08",1153.58
"13_31_2013-02-15",168.84
"13_31_2013-02-22",81609.25
"13_31_2013-03-01",11397.16
"13_31_2013-03-08",6901.91
"13_31_2013-03-15",34965.8
"13_31_2013-03-22",24536.38
"13_31_2013-03-29",6683.57
"13_31_2013-04-05",44425.49
"13_31_2013-04-12",75348.69
"13_31_2013-04-19",12385.2
"13_31_2013-04-26",3485.83
"13_31_2013-05-03",34420.41
"13_31_2013-05-10",5390
"13_31_2013-05-17",210877.54
"13_31_2013-05-24",82439.55
"13_31_2013-05-31",63728.09
"13_31_2013-06-07",4414.47
"13_31_2013-06-14",50180.36
"13_31_2013-06-21",52091.7
"13_31_2013-06-28",53198.33
"13_31_2013-07-05",55486.59
"13_31_2013-07-12",6038.98
"13_31_2013-07-19",64610.81
"13_31_2013-07-26",26629.11
"13_32_2012-11-02",112751.75
"13_32_2012-11-09",107580.42
"13_32_2012-11-16",39586.88
"13_32_2012-11-23",69342.61
"13_32_2012-11-30",7909.46
"13_32_2012-12-07",29878.46
"13_32_2012-12-14",7815.06
"13_32_2012-12-21",23727.88
"13_32_2012-12-28",3457.67
"13_32_2013-01-04",3744.22
"13_32_2013-01-11",1320
"13_32_2013-01-18",17237.27
"13_32_2013-01-25",95668.84
"13_32_2013-02-01",89687.52
"13_32_2013-02-08",19013.52
"13_32_2013-02-15",81803.89
"13_32_2013-02-22",19733.07
"13_32_2013-03-01",4977.46
"13_32_2013-03-08",16252.84
"13_32_2013-03-15",50304.3
"13_32_2013-03-22",31824.33
"13_32_2013-03-29",4352.04
"13_32_2013-04-05",6642.66
"13_32_2013-04-12",22270.8
"13_32_2013-04-19",28259.52
"13_32_2013-04-26",12911.76
"13_32_2013-05-03",17343
"13_32_2013-05-10",52656.53
"13_32_2013-05-17",23265.2
"13_32_2013-05-24",54150.59
"13_32_2013-05-31",2574.98
"13_32_2013-06-07",4420
"13_32_2013-06-14",18490.02
"13_32_2013-06-21",29177.6
"13_32_2013-06-28",56310.94
"13_32_2013-07-05",5838.13
"13_32_2013-07-12",27406.93
"13_32_2013-07-19",52000.65
"13_32_2013-07-26",81609.25
"13_33_2012-11-02",8024.27
"13_33_2012-11-09",1623.93
"13_33_2012-11-16",144247.36
"13_33_2012-11-23",22841.71
"13_33_2012-11-30",13781.29
"13_33_2012-12-07",2523.08
"13_33_2012-12-14",18484.5
"13_33_2012-12-21",142984.01
"13_33_2012-12-28",150916.1
"13_33_2013-01-04",21248.79
"13_33_2013-01-11",194.52
"13_33_2013-01-18",34965.8
"13_33_2013-01-25",6902.72
"13_33_2013-02-01",44425.49
"13_33_2013-02-08",63728.09
"13_33_2013-02-15",1.27
"13_33_2013-02-22",2698.52
"13_33_2013-03-01",6683.57
"13_33_2013-03-08",33236.94
"13_33_2013-03-15",5390
"13_33_2013-03-22",28125.38
"13_33_2013-03-29",16252.84
"13_33_2013-04-05",26629.11
"13_33_2013-04-12",7909.46
"13_33_2013-04-19",4059.49
"13_33_2013-04-26",75348.69
"13_33_2013-05-03",12385.2
"13_33_2013-05-10",69342.61
"13_33_2013-05-17",72911.74
"13_33_2013-05-24",89687.52
"13_33_2013-05-31",59878.72
"13_33_2013-06-07",4392.86
"13_33_2013-06-14",3485.83
"13_33_2013-06-21",38498.25
"13_33_2013-06-28",5305.24
"13_33_2013-07-05",31824.33
"13_33_2013-07-12",24536.38
"13_33_2013-07-19",55486.59
"13_33_2013-07-26",49866.01
"13_34_2012-11-02",7217.79
"13_34_2012-11-09",28259.52
"13_34_2012-11-16",210877.54
"13_34_2012-11-23",17343
"13_34_2012-11-30",112751.75
"13_34_2012-12-07",106524.99
"13_34_2012-12-14",19013.52
"13_34_2012-12-21",2574.98
"13_34_2012-12-28",40235.21
"13_34_2013-01-04",29878.46
"13_34_2013-01-11",7815.06
"13_34_2013-01-18",56099.91
"13_34_2013-01-25",836
"13_34_2013-02-01",17237.27
"13_34_2013-02-08",12911.76
"13_34_2013-02-15",62839.64
"13_34_2013-02-22",52656.53
"13_34_2013-03-01",7830.34
"13_34_2013-03-08",27433.91
"13_34_2013-03-15",81803.89
"13_34_2013-03-22",54150.59
"13_34_2013-03-29",4420
"13_34_2013-04-05",19733.07
"13_34_2013-04-12",50304.3
"13_34_2013-04-19",6642.66
"13_34_2013-04-26",4511.2
"13_34_2013-05-03",22270.8
"13_34_2013-05-10",4042.79
"13_34_2013-05-17",13781.29
"13_34_2013-05-24",95668.84
"13_34_2013-05-31",51784.08
"13_34_2013-06-07",23265.2
"13_34_2013-06-14",194.52
"13_34_2013-06-21",21248.79
"13_34_2013-06-28",144247.36
"13_34_2013-07-05",18490.02
"13_34_2013-07-12",22841.71
"13_34_2013-07-19",34965.8
"13_34_2013-07-26",81609.25
"13_35_2012-11-02",6901.91
"13_35_2012-11-09",29177.6
"13_35_2012-11-16",150916.1
"13_35_2012-11-23",142984.01
"13_35_2012-11-30",2523.08
"13_35_2012-12-07",19878.63
"13_35_2012-12-14",1623.93
"13_35_2012-12-21",17947.94
"13_35_2012-12-28",40500.94
"13_35_2013-01-04",2529.04
"13_35_2013-01-11",52480.81
"13_35_2013-01-18",5117.57
"13_35_2013-01-25",24317.5
"13_35_2013-02-01",72911.74
"13_35_2013-02-08",32737.77
"13_35_2013-02-15",12804.92
"13_35_2013-02-22",21357.65
"13_35_2013-03-01",179795.84
"13_35_2013-03-08",28125.38
"13_35_2013-03-15",577.65
"13_35_2013-03-22",7565.76
"13_35_2013-03-29",4071.87
"13_35_2013-04-05",4514.06
"13_35_2013-04-12",46576.63
"13_35_2013-04-19",13131.99
"13_35_2013-04-26",6638.44
"13_35_2013-05-03",34651.29
"13_35_2013-05-10",1920
"13_35_2013-05-17",39613.85
"13_35_2013-05-24",7217.79
"13_35_2013-05-31",56745.23
"13_35_2013-06-07",37050.89
"13_35_2013-06-14",105265.14
"13_35_2013-06-21",4345.77
"13_35_2013-06-28",58865.03
"13_35_2013-07-05",57830.14
"13_35_2013-07-12",801
"13_35_2013-07-19",35844.57
"13_35_2013-07-26",5305.24
"13_36_2012-11-02",25070.33
"13_36_2012-11-09",4059.49
"13_36_2012-11-16",54618.34
"13_36_2012-11-23",17895.29
"13_36_2012-11-30",5080.91
"13_36_2012-12-07",76292.13
"13_36_2012-12-14",91474.66
"13_36_2012-12-21",59878.72
"13_36_2012-12-28",16156.09
"13_36_2013-01-04",15528.78
"13_36_2013-01-11",6218.41
"13_36_2013-01-18",525
"13_36_2013-01-25",5025.65
"13_36_2013-02-01",9847.01
"13_36_2013-02-08",783.2
"13_36_2013-02-15",15816.08
"13_36_2013-02-22",106524.99
"13_36_2013-03-01",57861.48
"13_36_2013-03-08",4365.11
"13_36_2013-03-15",5973.74
"13_36_2013-03-22",35631.2
"13_36_2013-03-29",20011.27
"13_36_2013-04-05",141648.12
"13_36_2013-04-12",15353.95
"13_36_2013-04-19",7615.95
"13_36_2013-04-26",47910.15
"13_36_2013-05-03",12070.09
"13_36_2013-05-10",47952.04
"13_36_2013-05-17",883.81
"13_36_2013-05-24",17899.2
"13_36_2013-05-31",4042.79
"13_36_2013-06-07",76391.54
"13_36_2013-06-14",13.32
"13_36_2013-06-21",53713.4
"13_36_2013-06-28",28304.72
"13_36_2013-07-05",112672.8
"13_36_2013-07-12",28379.79
"13_36_2013-07-19",2743.21
"13_36_2013-07-26",5994.92
"13_37_2012-11-02",9256.16
"13_37_2012-11-09",14744.81
"13_37_2012-11-16",7565.76
"13_37_2012-11-23",32737.77
"13_37_2012-11-30",4520.48
"13_37_2012-12-07",40706.22
"13_37_2012-12-14",3394.11
"13_37_2012-12-21",4299.04
"13_37_2012-12-28",29816.27
"13_37_2013-01-04",3472.5
"13_37_2013-01-11",2061.04
"13_37_2013-01-18",33881.98
"13_37_2013-01-25",34651.29
"13_37_2013-02-01",10903.12
"13_37_2013-02-08",27282.19
"13_37_2013-02-15",112970.8
"13_37_2013-02-22",6218.41
"13_37_2013-03-01",22349.04
"13_37_2013-03-08",12759.27
"13_37_2013-03-15",9507.18
"13_37_2013-03-22",40500.94
"13_37_2013-03-29",47756.66
"13_37_2013-04-05",4071.87
"13_37_2013-04-12",83740.86
"13_37_2013-04-19",28304.72
"13_37_2013-04-26",141648.12
"13_37_2013-05-03",51492.38
"13_37_2013-05-10",53482.21
"13_37_2013-05-17",4817.17
"13_37_2013-05-24",20061.02
"13_37_2013-05-31",28358.39
"13_37_2013-06-07",93006.53
"13_37_2013-06-14",4461.16
"13_37_2013-06-21",26398.28
"13_37_2013-06-28",179795.84
"13_37_2013-07-05",20700.43
"13_37_2013-07-12",105265.14
"13_37_2013-07-19",801
"13_37_2013-07-26",2956.71
"13_38_2012-11-02",13519.28
"13_38_2012-11-09",492.8
"13_38_2012-11-16",17373.15
"13_38_2012-11-23",577.65
"13_38_2012-11-30",56745.23
"13_38_2012-12-07",2112.09
"13_38_2012-12-14",4432.74
"13_38_2012-12-21",15528.78
"13_38_2012-12-28",2663.65
"13_38_2013-01-04",2821.85
"13_38_2013-01-11",16156.09
"13_38_2013-01-18",8410.8
"13_38_2013-01-25",2646.38
"13_38_2013-02-01",1920
"13_38_2013-02-08",10211.12
"13_38_2013-02-15",7615.95
"13_38_2013-02-22",17538.97
"13_38_2013-03-01",5709.11
"13_38_2013-03-08",29524.25
"13_38_2013-03-15",6313.63
"13_38_2013-03-22",16979.18
"13_38_2013-03-29",7831.94
"13_38_2013-04-05",3155.21
"13_38_2013-04-12",76263.01
"13_38_2013-04-19",57861.48
"13_38_2013-04-26",13.32
"13_38_2013-05-03",883.81
"13_38_2013-05-10",10823.58
"13_38_2013-05-17",64291.76
"13_38_2013-05-24",14997.16
"13_38_2013-05-31",69553.22
"13_38_2013-06-07",4071.87
"13_38_2013-06-14",3456.99
"13_38_2013-06-21",34500.69
"13_38_2013-06-28",4520.48
"13_38_2013-07-05",26047.42
"13_38_2013-07-12",14336.37
"13_38_2013-07-19",112970.8
"13_38_2013-07-26",2790.45
"13_40_2012-11-02",28828.79
"13_40_2012-11-09",23067.64
"13_40_2012-11-16",8647.82
"13_40_2012-11-23",7565.76
"13_40_2012-11-30",2061.04
"13_40_2012-12-07",76263.01
"13_40_2012-12-14",38352.54
"13_40_2012-12-21",57347.52
"13_40_2012-12-28",8254.5
"13_40_2013-01-04",28279.29
"13_40_2013-01-11",983
"13_40_2013-01-18",108495.84
"13_40_2013-01-25",12595
"13_40_2013-02-01",25424.25
"13_40_2013-02-08",2956.71
"13_40_2013-02-15",22279.49
"13_40_2013-02-22",3472.5
"13_40_2013-03-01",10651.09
"13_40_2013-03-08",4468.66
"13_40_2013-03-15",40500.94
"13_40_2013-03-22",17538.97
"13_40_2013-03-29",8410.8
"13_40_2013-04-05",524.76
"13_40_2013-04-12",183870.7
"13_40_2013-04-19",15528.78
"13_40_2013-04-26",41567.43
"13_40_2013-05-03",18078.44
"13_40_2013-05-10",143486.89
"13_40_2013-05-17",6282.99
"13_40_2013-05-24",2821.85
"13_40_2013-05-31",74834.4
"13_40_2013-06-07",10211.12
"13_40_2013-06-14",19263.35
"13_40_2013-06-21",695.2
"13_40_2013-06-28",16979.18
"13_40_2013-07-05",1365
"13_40_2013-07-12",4208.67
"13_40_2013-07-19",50441.79
"13_40_2013-07-26",88181.34
"13_41_2012-11-02",4564.13
"13_41_2012-11-09",14993.67
"13_41_2012-11-16",1919.7
"13_41_2012-11-23",6313.63
"13_41_2012-11-30",93254.81
"13_41_2012-12-07",7817.02
"13_41_2012-12-14",2799.77
"13_41_2012-12-21",56745.23
"13_41_2012-12-28",14032.17
"13_41_2013-01-04",7615.95
"13_41_2013-01-11",40706.22
"13_41_2013-01-18",15.88
"13_41_2013-01-25",11211.32
"13_41_2013-02-01",2036.5
"13_41_2013-02-08",64291.76
"13_41_2013-02-15",25070.33
"13_41_2013-02-22",24930.16
"13_41_2013-03-01",4461.16
"13_41_2013-03-08",62105.36
"13_41_2013-03-15",946.67
"13_41_2013-03-22",615.63
"13_41_2013-03-29",5554.49
"13_41_2013-04-05",29808.42
"13_41_2013-04-12",25594.72
"13_41_2013-04-19",12979.08
"13_41_2013-04-26",3456.99
"13_41_2013-05-03",112970.8
"13_41_2013-05-10",7756.41
"13_41_2013-05-17",2187.61
"13_41_2013-05-24",4873.74
"13_41_2013-05-31",0
"13_41_2013-06-07",6883.22
"13_41_2013-06-14",3288.19
"13_41_2013-06-21",3913.21
"13_41_2013-06-28",73063.24
"13_41_2013-07-05",21805.75
"13_41_2013-07-12",69553.22
"13_41_2013-07-19",34500.69
"13_41_2013-07-26",19263.35
"13_42_2012-11-02",41567.43
"13_42_2012-11-09",38846.72
"13_42_2012-11-16",25424.25
"13_42_2012-11-23",88181.34
"13_42_2012-11-30",3383.5
"13_42_2012-12-07",183870.7
"13_42_2012-12-14",11464.94
"13_42_2012-12-21",2330.35
"13_42_2012-12-28",28886.19
"13_42_2013-01-04",6586.37
"13_42_2013-01-11",55461.04
"13_42_2013-01-18",641
"13_42_2013-01-25",22004.14
"13_42_2013-02-01",8647.82
"13_42_2013-02-08",143486.89
"13_42_2013-02-15",108495.84
"13_42_2013-02-22",93006.53
"13_42_2013-03-01",15884.55
"13_42_2013-03-08",11264.13
"13_42_2013-03-15",5671.94
"13_42_2013-03-22",8410.8
"13_42_2013-03-29",8000.53
"13_42_2013-04-05",50085.19
"13_42_2013-04-12",973.94
"13_42_2013-04-19",18078.44
"13_42_2013-04-26",12489.2
"13_42_2013-05-03",62105.36
"13_42_2013-05-10",44.8
"13_42_2013-05-17",3938.69
"13_42_2013-05-24",1212
"13_42_2013-05-31",53482.21
"13_42_2013-06-07",4468.66
"13_42_2013-06-14",524.76
"13_42_2013-06-21",15187.32
"13_42_2013-06-28",7392.82
"13_42_2013-07-05",2740.56
"13_42_2013-07-12",10591.49
"13_42_2013-07-19",983
"13_42_2013-07-26",25455.14
"13_44_2012-11-02",24861.81
"13_44_2012-11-09",3448.46
"13_44_2012-11-16",38352.54
"13_44_2012-11-23",72963.8
"13_44_2012-11-30",2750.35
"13_44_2012-12-07",23634.93
"13_44_2012-12-14",3472.76
"13_44_2012-12-21",10995.8
"13_44_2012-12-28",2250
"13_44_2013-01-04",946.67
"13_44_2013-01-11",14311.87
"13_44_2013-01-18",4461.16
"13_44_2013-01-25",21305.03
"13_44_2013-02-01",29568.19
"13_44_2013-02-08",37823.5
"13_44_2013-02-15",5554.49
"13_44_2013-02-22",44381.59
"13_44_2013-03-01",3520.8
"13_44_2013-03-08",3894.24
"13_44_2013-03-15",12979.08
"13_44_2013-03-22",3659.84
"13_44_2013-03-29",26339.8
"13_44_2013-04-05",2740.56
"13_44_2013-04-12",123303.36
"13_44_2013-04-19",25455.14
"13_44_2013-04-26",2802.16
"13_44_2013-05-03",103503.57
"13_44_2013-05-10",87161.99
"13_44_2013-05-17",73063.24
"13_44_2013-05-24",29808.42
"13_44_2013-05-31",1078
"13_44_2013-06-07",5177.56
"13_44_2013-06-14",8787.16
"13_44_2013-06-21",18078.44
"13_44_2013-06-28",12047.86
"13_44_2013-07-05",25594.72
"13_44_2013-07-12",28886.19
"13_44_2013-07-19",6093.24
"13_44_2013-07-26",6728.78
"13_45_2012-11-02",93254.81
"13_45_2012-11-09",695.2
"13_45_2012-11-16",33539.74
